source,target,weight
G1405,G3377,0.733
G1405,G3397,0.72
G1405,G3482,0.74
G1405,G3507,0.733
G1405,G3553,0.695
G1405,G3603,0.703
G1405,G3723,0.667
G1405,G3754,0.667
G1405,G3765,0.805
G1405,G4201,0.713
G1405,G4215,0.687
G1405,G4271,0.684
G1405,G4313,0.777
G1405,G4340,0.726
G1405,G4402,0.742
G1405,G4416,0.694
G1405,G4489,0.794
G1406,G1672,0.87
G1406,G1842,0.728
G1406,G1953,0.669
G1406,G1969,0.669
G1406,G2205,0.934
G1406,G2318,0.709
G1406,G2445,0.69
G1406,G2658,0.901
G1406,G2721,0.857
G1406,G2845,0.703
G1406,G2905,0.9
G1406,G2957,0.67
G1406,G3484,0.667
G1406,G3622,0.699
G1406,G3651,0.708
G1406,G3806,0.72
G1406,G3813,0.687
G1406,G3962,0.92
G1406,G4019,0.672
G1406,G4452,0.681
G1406,G4505,0.671
G1408,G1457,0.987
G1408,G1462,0.959
G1408,G1777,0.836
G1408,G1815,0.882
G1408,G1847,0.955
G1408,G1903,0.814
G1408,G2074,0.807
G1408,G2150,0.82
G1408,G2174,0.695
G1408,G2327,0.925
G1408,G2450,0.892
G1408,G2525,0.958
G1408,G2677,0.879
G1408,G2723,0.976
G1408,G2744,0.866
G1408,G2760,0.778
G1408,G2808,0.975
G1408,G2837,0.884
G1408,G2871,0.799
G1408,G2930,0.822
G1408,G3022,0.906
G1408,G3058,0.89
G1408,G3161,0.68
G1408,G3201,0.833
G1408,G3252,0.958
G1408,G3385,0.892
G1408,G3435,0.913
G1408,G3468,0.725
G1408,G3472,0.89
G1408,G3630,0.801
G1408,G3647,0.867
G1408,G3675,0.899
G1408,G3679,0.872
G1408,G3843,0.922
G1408,G3957,0.828
G1408,G4109,0.9
G1408,G4119,0.957
G1408,G4175,0.831
G1408,G4194,0.859
G1408,G4306,0.795
G1408,G4351,0.964
G1408,G4429,0.839
G1410,G4187,0.706
G1411,G2211,0.899
G1411,G4230,0.716
G1412,G1503,0.709
G1412,G1648,0.684
G1412,G1663,0.689
G1412,G1884,0.694
G1412,G1971,0.67
G1412,G1983,0.704
G1412,G2053,0.676
G1412,G2167,0.667
G1412,G2178,0.698
G1412,G2232,0.678
G1412,G2557,0.672
G1412,G2729,0.711
G1412,G2866,0.749
G1412,G2952,0.743
G1412,G3118,0.731
G1412,G3318,0.676
G1412,G3377,0.677
G1412,G3503,0.707
G1412,G3698,0.7
G1412,G3824,0.706
G1412,G4282,0.706
G1412,G4340,0.668
G1413,G2236,0.69
G1413,G3880,0.683
G1417,G1888,0.68
G1417,G1996,0.693
G1417,G2640,0.701
G1417,G2843,0.721
G1417,G2992,0.692
G1417,G3576,0.708
G1417,G3669,0.712
G1417,G3706,0.669
G1417,G4004,0.715
G1417,G4030,0.72
G1417,G4371,0.683
G1420,G1588,0.746
G1421,G1460,0.77
G1421,G1491,0.742
G1421,G1546,0.714
G1421,G1560,0.693
G1421,G1654,0.722
G1421,G1659,0.781
G1421,G1698,0.747
G1421,G1707,0.68
G1421,G1749,0.715
G1421,G1770,0.732
G1421,G1780,0.684
G1421,G2022,0.679
G1421,G2077,0.671
G1421,G2079,0.747
G1421,G2082,0.742
G1421,G2086,0.714
G1421,G2213,0.707
G1421,G2248,0.719
G1421,G2259,0.738
G1421,G2329,0.726
G1421,G2344,0.707
G1421,G2364,0.755
G1421,G2383,0.792
G1421,G2390,0.697
G1421,G2402,0.713
G1421,G2452,0.75
G1421,G2509,0.687
G1421,G2579,0.708
G1421,G2591,0.683
G1421,G2616,0.69
G1421,G2643,0.721
G1421,G2683,0.68
G1421,G2771,0.69
G1421,G2798,0.671
G1421,G2811,0.729
G1421,G2902,0.748
G1421,G2982,0.724
G1421,G2993,0.669
G1421,G3023,0.689
G1421,G3152,0.737
G1421,G3178,0.678
G1421,G3300,0.719
G1421,G3414,0.699
G1421,G3517,0.672
G1421,G3565,0.749
G1421,G3571,0.783
G1421,G3593,0.685
G1421,G3594,0.679
G1421,G3618,0.682
G1421,G3670,0.694
G1421,G3690,0.777
G1421,G3715,0.689
G1421,G3762,0.729
G1421,G3818,0.688
G1421,G3837,0.738
G1421,G3869,0.723
G1421,G3947,0.679
G1421,G3975,0.668
G1421,G4026,0.682
G1421,G4103,0.836
G1421,G4160,0.746
G1421,G4176,0.705
G1421,G4183,0.715
G1421,G4189,0.704
G1421,G4223,0.764
G1421,G4235,0.706
G1421,G4295,0.687
G1421,G4300,0.684
G1421,G4314,0.732
G1421,G4324,0.711
G1421,G4406,0.721
G1421,G4421,0.703
G1421,G4423,0.694
G1421,G4467,0.715
G1421,G4475,0.727
G1421,G4480,0.713
G1422,G1445,0.674
G1422,G1460,0.699
G1422,G1465,0.695
G1422,G1560,0.718
G1422,G1613,0.669
G1422,G1621,0.675
G1422,G1714,0.71
G1422,G1780,0.765
G1422,G1784,0.701
G1422,G1880,0.679
G1422,G2156,0.721
G1422,G2159,0.754
G1422,G2161,0.67
G1422,G2247,0.701
G1422,G2259,0.681
G1422,G2434,0.689
G1422,G2476,0.751
G1422,G2505,0.696
G1422,G2509,0.71
G1422,G2544,0.681
G1422,G2573,0.745
G1422,G2579,0.755
G1422,G2591,0.674
G1422,G2644,0.67
G1422,G2675,0.674
G1422,G2717,0.689
G1422,G2751,0.794
G1422,G2771,0.721
G1422,G2797,0.671
G1422,G2798,0.692
G1422,G2853,0.687
G1422,G2902,0.673
G1422,G2927,0.735
G1422,G2975,0.772
G1422,G2993,0.758
G1422,G3009,0.776
G1422,G3017,0.698
G1422,G3055,0.862
G1422,G3136,0.786
G1422,G3193,0.727
G1422,G3280,0.742
G1422,G3342,0.758
G1422,G3392,0.724
G1422,G3393,0.675
G1422,G3420,0.759
G1422,G3456,0.781
G1422,G3566,0.687
G1422,G3571,0.687
G1422,G3594,0.694
G1422,G3631,0.672
G1422,G3632,0.671
G1422,G3668,0.705
G1422,G3682,0.707
G1422,G3686,0.695
G1422,G3696,0.728
G1422,G3724,0.702
G1422,G3791,0.774
G1422,G3845,0.752
G1422,G3889,0.681
G1422,G3945,0.698
G1422,G3975,0.733
G1422,G4088,0.675
G1422,G4095,0.708
G1422,G4148,0.705
G1422,G4300,0.752
G1422,G4388,0.757
G1422,G4406,0.729
G1422,G4475,0.682
G1422,G4486,0.727
G1423,G1613,0.675
G1424,G3167,0.731
G1424,G3792,0.674
G1424,G4091,0.728
G1424,G4510,0.706
G1426,G3423,0.699
G1427,G3512,0.694
G1427,G4111,0.674
G1427,G4370,0.693
G1427,G4482,0.714
G1429,G1613,0.726
G1429,G1784,0.682
G1429,G1880,0.67
G1429,G1965,0.745
G1429,G2156,0.741
G1429,G2573,0.667
G1429,G2844,0.673
G1429,G2934,0.673
G1429,G3136,0.714
G1429,G3684,0.691
G1429,G3975,0.742
G1429,G4365,0.679
G1429,G4388,0.677
G1430,G1451,0.686
G1430,G1651,0.688
G1430,G1654,0.676
G1430,G1914,0.735
G1430,G2285,0.713
G1430,G2401,0.677
G1430,G2890,0.68
G1430,G2986,0.706
G1430,G3074,0.688
G1430,G3283,0.688
G1430,G3334,0.689
G1430,G3517,0.72
G1430,G3868,0.674
G1430,G4480,0.745
G1430,G4485,0.687
G1432,G3914,0.758
G1433,G1487,0.677
G1433,G1659,0.673
G1433,G1707,0.685
G1433,G1976,0.692
G1433,G2077,0.702
G1433,G2082,0.712
G1433,G2163,0.73
G1433,G2213,0.68
G1433,G2329,0.692
G1433,G2344,0.674
G1433,G2383,0.72
G1433,G2390,0.728
G1433,G2452,0.677
G1433,G2472,0.669
G1433,G2736,0.68
G1433,G2829,0.708
G1433,G2835,0.676
G1433,G2844,0.682
G1433,G2973,0.677
G1433,G2982,0.706
G1433,G3020,0.735
G1433,G3023,0.778
G1433,G3594,0.676
G1433,G3734,0.7
G1433,G3762,0.756
G1433,G3837,0.735
G1433,G3869,0.686
G1433,G4011,0.689
G1433,G4033,0.717
G1433,G4176,0.688
G1433,G4324,0.723
G1433,G4388,0.695
G1434,G1545,0.755
G1434,G1549,0.755
G1434,G2558,0.746
G1434,G2619,0.697
G1434,G2751,0.703
G1434,G3144,0.701
G1434,G3497,0.944
G1434,G4019,0.733
G1434,G4086,0.718
G1434,G4117,0.671
G1434,G4143,0.777
G1434,G4252,0.74
G1434,G4488,0.714
G1439,G1468,0.832
G1439,G1487,0.713
G1439,G1500,0.84
G1439,G1546,0.68
G1439,G1559,0.769
G1439,G1621,0.759
G1439,G1773,0.844
G1439,G1806,0.84
G1439,G1834,0.818
G1439,G2057,0.837
G1439,G2063,0.823
G1439,G2076,0.737
G1439,G2082,0.681
G1439,G2161,0.697
G1439,G2256,0.683
G1439,G2259,0.668
G1439,G2357,0.906
G1439,G2360,0.712
G1439,G2402,0.679
G1439,G2452,0.68
G1439,G2485,0.917
G1439,G2591,0.681
G1439,G2798,0.796
G1439,G2904,0.821
G1439,G2955,0.831
G1439,G2993,0.667
G1439,G3040,0.947
G1439,G3193,0.691
G1439,G3309,0.862
G1439,G3381,0.676
G1439,G3436,0.883
G1439,G3565,0.689
G1439,G3631,0.777
G1439,G3657,0.889
G1439,G3677,0.713
G1439,G3715,0.707
G1439,G3804,0.926
G1439,G3830,0.843
G1439,G3860,0.782
G1439,G3869,0.675
G1439,G3889,0.825
G1439,G3981,0.819
G1439,G4112,0.83
G1439,G4165,0.807
G1439,G4176,0.688
G1439,G4190,0.82
G1439,G4200,0.789
G1439,G4219,0.688
G1439,G4272,0.787
G1439,G4322,0.686
G1440,G1616,0.692
G1440,G2225,0.702
G1440,G4019,0.681
G1440,G4246,0.706
G1441,G1502,0.706
G1441,G1813,0.68
G1441,G1821,0.715
G1441,G2389,0.726
G1441,G2867,0.673
G1441,G3067,0.688
G1441,G3500,0.732
G1441,G3545,0.727
G1441,G3760,0.667
G1441,G3784,0.672
G1441,G3907,0.67
G1441,G4210,0.679
G1442,G1920,0.673
G1442,G1987,0.694
G1442,G2892,0.736
G1442,G3706,0.722
G1442,G4038,0.73
G1442,G4264,0.671
G1443,G1468,0.676
G1443,G1487,0.669
G1443,G1546,0.705
G1443,G1560,0.687
G1443,G1651,0.683
G1443,G1780,0.668
G1443,G1784,0.697
G1443,G2401,0.693
G1443,G2452,0.669
G1443,G2476,0.671
G1443,G2495,0.692
G1443,G2544,0.737
G1443,G2579,0.696
G1443,G2591,0.71
G1443,G2771,0.678
G1443,G2798,0.691
G1443,G2902,0.706
G1443,G3050,0.688
G1443,G3517,0.717
G1443,G3631,0.692
G1443,G3663,0.682
G1443,G3720,0.861
G1443,G3909,0.701
G1443,G4095,0.716
G1443,G4183,0.694
G1443,G4272,0.729
G1445,G1465,0.676
G1445,G1546,0.669
G1445,G1559,0.712
G1445,G1635,0.684
G1445,G1749,0.69
G1445,G1784,0.744
G1445,G1911,0.668
G1445,G1934,0.706
G1445,G2057,0.667
G1445,G2077,0.671
G1445,G2159,0.72
G1445,G2213,0.717
G1445,G2256,0.7
G1445,G2259,0.697
G1445,G2416,0.726
G1445,G2452,0.728
G1445,G2476,0.672
G1445,G2573,0.72
G1445,G2591,0.744
G1445,G2675,0.734
G1445,G2717,0.684
G1445,G2771,0.683
G1445,G2797,0.677
G1445,G2798,0.693
G1445,G2828,0.737
G1445,G2844,0.785
G1445,G2853,0.704
G1445,G2975,0.727
G1445,G2993,0.685
G1445,G3040,0.7
G1445,G3136,0.697
G1445,G3193,0.752
G1445,G3280,0.863
G1445,G3300,0.715
G1445,G3381,0.709
G1445,G3420,0.719
G1445,G3517,0.697
G1445,G3594,0.707
G1445,G3631,0.699
G1445,G3684,0.672
G1445,G3718,0.673
G1445,G3845,0.731
G1445,G3889,0.676
G1445,G4148,0.738
G1445,G4160,0.679
G1445,G4272,0.691
G1445,G4301,0.689
G1445,G4322,0.755
G1445,G4388,0.733
G1445,G4406,0.678
G1445,G4475,0.703
G1445,G4486,0.702
G1446,G1503,0.751
G1446,G1585,0.715
G1446,G1619,0.808
G1446,G1764,0.698
G1446,G1927,0.685
G1446,G1951,0.729
G1446,G1952,0.778
G1446,G1983,0.711
G1446,G2053,0.763
G1446,G2129,0.674
G1446,G2178,0.795
G1446,G2219,0.736
G1446,G2289,0.766
G1446,G2315,0.696
G1446,G2339,0.684
G1446,G2359,0.712
G1446,G2409,0.677
G1446,G2482,0.801
G1446,G2557,0.742
G1446,G2607,0.679
G1446,G2611,0.743
G1446,G2622,0.695
G1446,G2624,0.705
G1446,G2673,0.7
G1446,G2689,0.675
G1446,G2752,0.725
G1446,G2783,0.681
G1446,G2866,0.735
G1446,G2956,0.747
G1446,G2996,0.724
G1446,G3150,0.681
G1446,G3165,0.668
G1446,G3274,0.745
G1446,G3291,0.72
G1446,G3366,0.751
G1446,G3377,0.835
G1446,G3482,0.697
G1446,G3507,0.728
G1446,G3754,0.852
G1446,G3765,0.758
G1446,G3824,0.694
G1446,G3867,0.679
G1446,G3906,0.672
G1446,G4201,0.697
G1446,G4224,0.677
G1446,G4269,0.735
G1446,G4381,0.714
G1446,G4402,0.796
G1446,G4489,0.802
G1447,G1613,0.722
G1447,G1914,0.684
G1447,G2509,0.684
G1447,G2986,0.699
G1447,G3028,0.696
G1448,G1466,0.739
G1448,G2366,0.896
G1448,G2583,0.957
G1448,G3133,0.924
G1448,G4008,0.704
G1451,G1925,0.669
G1451,G2472,0.689
G1451,G3215,0.692
G1451,G3283,0.675
G1451,G3517,0.719
G1451,G3868,0.677
G1453,G1920,0.67
G1457,G1462,0.961
G1457,G1777,0.851
G1457,G1815,0.884
G1457,G1847,0.948
G1457,G1903,0.823
G1457,G2074,0.791
G1457,G2150,0.815
G1457,G2174,0.708
G1457,G2327,0.92
G1457,G2450,0.889
G1457,G2525,0.967
G1457,G2677,0.885
G1457,G2723,0.974
G1457,G2744,0.865
G1457,G2760,0.786
G1457,G2808,0.977
G1457,G2837,0.885
G1457,G2871,0.804
G1457,G2930,0.82
G1457,G3022,0.898
G1457,G3058,0.883
G1457,G3201,0.84
G1457,G3252,0.95
G1457,G3385,0.896
G1457,G3435,0.913
G1457,G3468,0.743
G1457,G3472,0.891
G1457,G3630,0.811
G1457,G3647,0.866
G1457,G3675,0.907
G1457,G3679,0.87
G1457,G3843,0.928
G1457,G3957,0.84
G1457,G4109,0.903
G1457,G4119,0.953
G1457,G4175,0.835
G1457,G4194,0.862
G1457,G4306,0.82
G1457,G4351,0.96
G1457,G4429,0.841
G1458,G1503,0.785
G1458,G1585,0.674
G1458,G1619,0.764
G1458,G1764,0.87
G1458,G1787,0.784
G1458,G1793,0.674
G1458,G1884,0.725
G1458,G1927,0.793
G1458,G1952,0.718
G1458,G1966,0.694
G1458,G1983,0.814
G1458,G1993,0.83
G1458,G2017,0.729
G1458,G2053,0.789
G1458,G2168,0.791
G1458,G2171,0.708
G1458,G2178,0.728
G1458,G2219,0.691
G1458,G2265,0.732
G1458,G2289,0.72
G1458,G2314,0.67
G1458,G2315,0.789
G1458,G2339,0.841
G1458,G2394,0.924
G1458,G2482,0.752
G1458,G2514,0.703
G1458,G2554,0.778
G1458,G2557,0.705
G1458,G2585,0.674
G1458,G2599,0.691
G1458,G2607,0.728
G1458,G2622,0.776
G1458,G2673,0.709
G1458,G2689,0.754
G1458,G2704,0.718
G1458,G2709,0.71
G1458,G2752,0.812
G1458,G2783,0.707
G1458,G2866,0.735
G1458,G2956,0.703
G1458,G2971,0.828
G1458,G2996,0.844
G1458,G3014,0.675
G1458,G3032,0.69
G1458,G3037,0.684
G1458,G3054,0.767
G1458,G3075,0.723
G1458,G3110,0.669
G1458,G3150,0.796
G1458,G3165,0.747
G1458,G3167,0.72
G1458,G3200,0.715
G1458,G3254,0.796
G1458,G3274,0.725
G1458,G3291,0.69
G1458,G3318,0.768
G1458,G3329,0.748
G1458,G3346,0.796
G1458,G3366,0.677
G1458,G3377,0.738
G1458,G3399,0.713
G1458,G3431,0.848
G1458,G3440,0.742
G1458,G3475,0.956
G1458,G3482,0.755
G1458,G3507,0.803
G1458,G3553,0.704
G1458,G3603,0.677
G1458,G3659,0.681
G1458,G3723,0.683
G1458,G3754,0.789
G1458,G3765,0.735
G1458,G3792,0.674
G1458,G3824,0.776
G1458,G3867,0.712
G1458,G3906,0.786
G1458,G3954,0.826
G1458,G4039,0.674
G1458,G4201,0.729
G1458,G4215,0.739
G1458,G4224,0.797
G1458,G4269,0.744
G1458,G4271,0.707
G1458,G4340,0.74
G1458,G4378,0.784
G1458,G4381,0.794
G1458,G4402,0.677
G1458,G4416,0.823
G1458,G4440,0.96
G1458,G4489,0.812
G1458,G4496,0.741
G1458,G4510,0.677
G1459,G1553,0.714
G1459,G1613,0.695
G1459,G1714,0.697
G1459,G4480,0.671
G1460,G1468,0.729
G1460,G1474,0.697
G1460,G1481,0.693
G1460,G1487,0.805
G1460,G1500,0.714
G1460,G1544,0.805
G1460,G1546,0.857
G1460,G1559,0.717
G1460,G1560,0.82
G1460,G1617,0.668
G1460,G1621,0.761
G1460,G1651,0.767
G1460,G1654,0.763
G1460,G1698,0.688
G1460,G1714,0.703
G1460,G1741,0.67
G1460,G1745,0.678
G1460,G1749,0.814
G1460,G1770,0.786
G1460,G1773,0.679
G1460,G1780,0.794
G1460,G1784,0.755
G1460,G1806,0.683
G1460,G1809,0.708
G1460,G1822,0.673
G1460,G1914,0.742
G1460,G1934,0.683
G1460,G2057,0.677
G1460,G2063,0.762
G1460,G2077,0.689
G1460,G2079,0.737
G1460,G2082,0.795
G1460,G2085,0.728
G1460,G2086,0.807
G1460,G2177,0.741
G1460,G2184,0.687
G1460,G2213,0.721
G1460,G2226,0.711
G1460,G2247,0.673
G1460,G2248,0.767
G1460,G2256,0.788
G1460,G2259,0.868
G1460,G2285,0.688
G1460,G2329,0.735
G1460,G2344,0.733
G1460,G2364,0.805
G1460,G2390,0.788
G1460,G2401,0.787
G1460,G2402,0.788
G1460,G2416,0.754
G1460,G2418,0.727
G1460,G2434,0.766
G1460,G2436,0.68
G1460,G2452,0.844
G1460,G2476,0.828
G1460,G2495,0.691
G1460,G2509,0.84
G1460,G2544,0.762
G1460,G2579,0.829
G1460,G2591,0.851
G1460,G2616,0.697
G1460,G2643,0.689
G1460,G2648,0.786
G1460,G2653,0.691
G1460,G2683,0.796
G1460,G2771,0.807
G1460,G2798,0.814
G1460,G2811,0.753
G1460,G2828,0.698
G1460,G2844,0.718
G1460,G2850,0.68
G1460,G2853,0.775
G1460,G2890,0.723
G1460,G2902,0.862
G1460,G2927,0.69
G1460,G2955,0.747
G1460,G2975,0.722
G1460,G2982,0.725
G1460,G2993,0.776
G1460,G3040,0.678
G1460,G3136,0.764
G1460,G3152,0.752
G1460,G3178,0.766
G1460,G3193,0.751
G1460,G3215,0.683
G1460,G3219,0.719
G1460,G3247,0.759
G1460,G3280,0.686
G1460,G3285,0.679
G1460,G3300,0.777
G1460,G3309,0.723
G1460,G3322,0.7
G1460,G3342,0.773
G1460,G3354,0.691
G1460,G3414,0.764
G1460,G3420,0.792
G1460,G3424,0.704
G1460,G3456,0.717
G1460,G3517,0.845
G1460,G3526,0.671
G1460,G3535,0.692
G1460,G3558,0.674
G1460,G3565,0.829
G1460,G3566,0.7
G1460,G3571,0.812
G1460,G3593,0.691
G1460,G3594,0.82
G1460,G3618,0.697
G1460,G3631,0.806
G1460,G3663,0.744
G1460,G3670,0.761
G1460,G3677,0.734
G1460,G3690,0.738
G1460,G3715,0.802
G1460,G3718,0.721
G1460,G3720,0.753
G1460,G3762,0.733
G1460,G3791,0.782
G1460,G3818,0.73
G1460,G3830,0.712
G1460,G3837,0.679
G1460,G3860,0.677
G1460,G3869,0.786
G1460,G3889,0.813
G1460,G3901,0.726
G1460,G3909,0.689
G1460,G3945,0.729
G1460,G3947,0.68
G1460,G3975,0.751
G1460,G3981,0.673
G1460,G4007,0.705
G1460,G4026,0.712
G1460,G4048,0.684
G1460,G4077,0.747
G1460,G4088,0.683
G1460,G4092,0.68
G1460,G4095,0.688
G1460,G4103,0.783
G1460,G4160,0.786
G1460,G4165,0.732
G1460,G4176,0.795
G1460,G4183,0.804
G1460,G4189,0.821
G1460,G4219,0.74
G1460,G4223,0.748
G1460,G4234,0.718
G1460,G4254,0.782
G1460,G4265,0.672
G1460,G4272,0.755
G1460,G4285,0.695
G1460,G4295,0.738
G1460,G4300,0.696
G1460,G4301,0.706
G1460,G4314,0.782
G1460,G4388,0.704
G1460,G4406,0.772
G1460,G4421,0.817
G1460,G4423,0.669
G1460,G4467,0.715
G1460,G4473,0.756
G1460,G4475,0.781
G1460,G4480,0.806
G1460,G4486,0.792
G1462,G1777,0.867
G1462,G1815,0.871
G1462,G1847,0.943
G1462,G1903,0.856
G1462,G2074,0.854
G1462,G2150,0.81
G1462,G2174,0.704
G1462,G2327,0.907
G1462,G2450,0.903
G1462,G2525,0.958
G1462,G2677,0.861
G1462,G2723,0.954
G1462,G2744,0.844
G1462,G2760,0.801
G1462,G2808,0.953
G1462,G2837,0.923
G1462,G2871,0.789
G1462,G2930,0.85
G1462,G3022,0.915
G1462,G3058,0.933
G1462,G3161,0.73
G1462,G3201,0.802
G1462,G3252,0.943
G1462,G3385,0.888
G1462,G3435,0.926
G1462,G3468,0.752
G1462,G3472,0.928
G1462,G3630,0.826
G1462,G3647,0.855
G1462,G3675,0.911
G1462,G3679,0.92
G1462,G3843,0.949
G1462,G3957,0.802
G1462,G4109,0.911
G1462,G4119,0.975
G1462,G4175,0.824
G1462,G4194,0.855
G1462,G4306,0.829
G1462,G4351,0.98
G1462,G4429,0.818
G1463,G2443,0.71
G1463,G2736,0.704
G1463,G2982,0.674
G1463,G3020,0.713
G1463,G3381,0.7
G1463,G3772,0.702
G1463,G3985,0.859
G1463,G4042,0.739
G1463,G4172,0.742
G1463,G4219,0.668
G1463,G4388,0.693
G1464,G3419,0.702
G1465,G1544,0.708
G1465,G1749,0.698
G1465,G1784,0.723
G1465,G1880,0.703
G1465,G2159,0.71
G1465,G2256,0.695
G1465,G2259,0.701
G1465,G2591,0.668
G1465,G2683,0.697
G1465,G2850,0.667
G1465,G2853,0.758
G1465,G2975,0.671
G1465,G3136,0.728
G1465,G3420,0.682
G1465,G3456,0.72
G1465,G3594,0.687
G1465,G3791,0.694
G1465,G3845,0.686
G1465,G3975,0.667
G1465,G4406,0.678
G1466,G2366,0.878
G1466,G2379,0.754
G1466,G2583,0.768
G1466,G3133,0.807
G1466,G3737,0.712
G1466,G3888,0.851
G1467,G1676,0.672
G1468,G1487,0.812
G1468,G1500,0.945
G1468,G1544,0.67
G1468,G1546,0.809
G1468,G1559,0.882
G1468,G1560,0.709
G1468,G1621,0.834
G1468,G1651,0.717
G1468,G1749,0.685
G1468,G1773,0.947
G1468,G1780,0.701
G1468,G1784,0.709
G1468,G1806,0.958
G1468,G1809,0.691
G1468,G1834,0.737
G1468,G2057,0.799
G1468,G2063,0.815
G1468,G2076,0.706
G1468,G2077,0.667
G1468,G2082,0.781
G1468,G2085,0.689
G1468,G2086,0.713
G1468,G2161,0.784
G1468,G2177,0.667
G1468,G2226,0.685
G1468,G2256,0.743
G1468,G2259,0.76
G1468,G2322,0.671
G1468,G2344,0.668
G1468,G2357,0.719
G1468,G2360,0.708
G1468,G2390,0.678
G1468,G2401,0.712
G1468,G2402,0.718
G1468,G2418,0.689
G1468,G2452,0.75
G1468,G2476,0.758
G1468,G2485,0.838
G1468,G2579,0.746
G1468,G2591,0.788
G1468,G2648,0.684
G1468,G2675,0.701
G1468,G2736,0.67
G1468,G2771,0.695
G1468,G2798,0.91
G1468,G2828,0.682
G1468,G2844,0.733
G1468,G2902,0.712
G1468,G2904,0.913
G1468,G2927,0.675
G1468,G2955,0.96
G1468,G2982,0.752
G1468,G2993,0.742
G1468,G3040,0.861
G1468,G3152,0.702
G1468,G3193,0.742
G1468,G3215,0.734
G1468,G3219,0.691
G1468,G3300,0.7
G1468,G3309,0.961
G1468,G3340,0.707
G1468,G3342,0.67
G1468,G3381,0.677
G1468,G3420,0.7
G1468,G3436,0.823
G1468,G3517,0.775
G1468,G3565,0.752
G1468,G3566,0.737
G1468,G3571,0.679
G1468,G3594,0.697
G1468,G3631,0.86
G1468,G3657,0.752
G1468,G3663,0.726
G1468,G3677,0.722
G1468,G3684,0.675
G1468,G3715,0.791
G1468,G3720,0.714
G1468,G3804,0.79
G1468,G3830,0.959
G1468,G3860,0.826
G1468,G3869,0.771
G1468,G3889,0.906
G1468,G3981,0.776
G1468,G4048,0.798
G1468,G4088,0.712
G1468,G4095,0.688
G1468,G4112,0.799
G1468,G4116,0.689
G1468,G4160,0.705
G1468,G4165,0.849
G1468,G4176,0.751
G1468,G4183,0.736
G1468,G4189,0.725
G1468,G4190,0.843
G1468,G4200,0.743
G1468,G4219,0.738
G1468,G4272,0.929
G1468,G4322,0.753
G1468,G4421,0.68
G1468,G4467,0.738
G1468,G4475,0.715
G1468,G4480,0.702
G1468,G4486,0.758
G1469,G3709,0.791
G1470,G1632,0.673
G1470,G4122,0.681
G1471,G1860,0.705
G1471,G2089,0.756
G1471,G4075,0.685
G1473,G1502,0.678
G1473,G1680,0.721
G1473,G1695,0.824
G1473,G1734,0.714
G1473,G1865,0.746
G1473,G2389,0.733
G1473,G2419,0.703
G1473,G2815,0.676
G1473,G2901,0.698
G1473,G3545,0.668
G1473,G3546,0.68
G1473,G3722,0.724
G1473,G3782,0.69
G1473,G4399,0.679
G1474,G1504,0.673
G1474,G1565,0.707
G1474,G1617,0.67
G1474,G1654,0.679
G1474,G1692,0.706
G1474,G1770,0.737
G1474,G1857,0.733
G1474,G1879,0.744
G1474,G2079,0.702
G1474,G2082,0.691
G1474,G2190,0.728
G1474,G2208,0.671
G1474,G2226,0.757
G1474,G2248,0.695
G1474,G2259,0.669
G1474,G2364,0.669
G1474,G2401,0.69
G1474,G2402,0.694
G1474,G2418,0.687
G1474,G2452,0.678
G1474,G2579,0.669
G1474,G2591,0.674
G1474,G2653,0.696
G1474,G2662,0.678
G1474,G2771,0.7
G1474,G2811,0.672
G1474,G2831,0.684
G1474,G2902,0.69
G1474,G3001,0.707
G1474,G3050,0.67
G1474,G3111,0.707
G1474,G3152,0.695
G1474,G3178,0.691
G1474,G3247,0.738
G1474,G3303,0.672
G1474,G3335,0.704
G1474,G3424,0.748
G1474,G3517,0.669
G1474,G3535,0.693
G1474,G3565,0.702
G1474,G3569,0.696
G1474,G3670,0.741
G1474,G3716,0.711
G1474,G3720,0.713
G1474,G3818,0.724
G1474,G3837,0.77
G1474,G3909,0.765
G1474,G3990,0.692
G1474,G4007,0.692
G1474,G4176,0.69
G1474,G4183,0.678
G1474,G4254,0.668
G1474,G4314,0.681
G1474,G4421,0.748
G1474,G4473,0.741
G1475,G2679,0.712
G1475,G4424,0.846
G1476,G2268,0.786
G1477,G2587,0.695
G1478,G1949,0.698
G1478,G4037,0.684
G1479,G2331,0.86
G1479,G2341,0.836
G1479,G2575,0.782
G1479,G3158,0.76
G1479,G3621,0.788
G1479,G3973,0.825
G1479,G4342,0.902
G1479,G4434,0.829
G1479,G4492,0.86
G1480,G1503,0.704
G1480,G1585,0.719
G1480,G1787,0.745
G1480,G1805,0.667
G1480,G1862,0.781
G1480,G1952,0.685
G1480,G1971,0.714
G1480,G1983,0.67
G1480,G1993,0.67
G1480,G2053,0.738
G1480,G2168,0.667
G1480,G2178,0.677
G1480,G2617,0.71
G1480,G2622,0.714
G1480,G2673,0.735
G1480,G2752,0.757
G1480,G2792,0.77
G1480,G2866,0.716
G1480,G2926,0.673
G1480,G2960,0.681
G1480,G3110,0.805
G1480,G3254,0.708
G1480,G3312,0.675
G1480,G3318,0.718
G1480,G3346,0.738
G1480,G3366,0.733
G1480,G3377,0.703
G1480,G3397,0.701
G1480,G3512,0.674
G1480,G3723,0.767
G1480,G3824,0.677
